index,Tahun,Comments,preprocessed,tokenize_text,label,score
181,2022,"Gk perlu nasi, gini ja dah kenyang bgt, cz bakwannya sayur bnyak bgt.. sehatt jdi nya ??",nasi deh kenyang banget cz bakwan sayur banget sehat nya wajah gembira urai air mata,"['nasi', 'deh', 'kenyang', 'banget', 'cz', 'bakwan', 'sayur', 'banget', 'sehat', 'nya', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,7
182,2022,@hanisaripah_ sudah kudugaa??,duga tertawa terbahakbahak,"['duga', 'tertawa', 'terbahakbahak']",positif,7
183,2022,wah mie sakura aj siska suka..kirainnn mie sultan aj kesukaan siska??,mie sakura siska suka mie sultan suka siska wajah gembira dengan mata bahagia,"['mie', 'sakura', 'siska', 'suka', 'mie', 'sultan', 'suka', 'siska', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,7
184,2022,"Jusnya pakai : labu , pisang , dan orange terus kasi sedimit susu untuk menambah tingkat kemanisan ??",jus pakai labu pisang orange kasih sedimit susu tambah tingkat manis wajah gembira dengan mata bahagia,"['jus', 'pakai', 'labu', 'pisang', 'orange', 'kasih', 'sedimit', 'susu', 'tambah', 'tingkat', 'manis', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,7
185,2022,Baru liat siscakohl nyobain jajanan murah kirain jajanan yg mahal aja gtu????,lihat siscakohl coba jajan murah jajan mahal wajah dengan tangan tutup mulut wajah gembira dengan mata bahagia,"['lihat', 'siscakohl', 'coba', 'jajan', 'murah', 'jajan', 'mahal', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,7
186,2022,Njir selama hidupnya dia baru tau kalo mie Sakura enak ????,anjir hidup tau kalo mie sakura enak tertawa terbahakbahak tertawa terbahakbahak,"['anjir', 'hidup', 'tau', 'kalo', 'mie', 'sakura', 'enak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,7
187,2022,Jangan pernah putus Semoga kalian langgeng terus ya sampai ke pelaminan,putus moga langgeng ya pelamin,"['putus', 'moga', 'langgeng', 'ya', 'pelamin']",positif,7
188,2022,"Apapun makanannya harus tetap bersyukur... Love banget,??????",apa makan syukur love banget wajah senyum dengan hati wajah senyum dengan hati wajah senyum dengan hati,"['apa', 'makan', 'syukur', 'love', 'banget', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati']",positif,7
189,2022,"@sellyyede modelnya aja, harganya setara motor ??",model harga tara motor wajah menang keras,"['model', 'harga', 'tara', 'motor', 'wajah', 'menang', 'keras']",positif,7
190,2022,Siska paras nya keibuan bgd.. kalem..kliatan baik bgd.. klo di islam tuh namanya istri soleha????,siska paras nya ibu banget kalem banget kalo islam tuh nama istri soleha wajah gembira urai air mata wajah gembira urai air mata,"['siska', 'paras', 'nya', 'ibu', 'banget', 'kalem', 'banget', 'kalo', 'islam', 'tuh', 'nama', 'istri', 'soleha', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,7
191,2022,Buntutnya yg paling enak menurut aku karena ada garing dan lembut gitu... kalo iya menurut aku tf aku 1jt,buntut enak garing lembut kalo iya tf jt,"['buntut', 'enak', 'garing', 'lembut', 'kalo', 'iya', 'tf', 'jt']",positif,7
192,2022,Akhirannya selamat mencobaaaaa... Lah nyobain dimana Siska ????,akhir selamat coba coba mana siska wajah senyum lebar dan keringat wajah menang keras,"['akhir', 'selamat', 'coba', 'coba', 'mana', 'siska', 'wajah', 'senyum', 'lebar', 'dan', 'keringat', 'wajah', 'menang', 'keras']",positif,7
193,2022,Yg kerja dirumah nya pasti menakk pollll mangan terossssss ????,kerja rumah nya menak pol mangan ros tertawa terbahakbahak tertawa terbahakbahak,"['kerja', 'rumah', 'nya', 'menak', 'pol', 'mangan', 'ros', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,7
194,2022,Semoga selalu bahagia ????????????,moga bahagia lipat tangan warna kulit cerah lipat tangan warna kulit cerah lipat tangan warna kulit cerah,"['moga', 'bahagia', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,7
195,2022,Hallo kak @siscakohl mohon baca dm aku kak ????????,halo kak mohon baca dm kak lipat tangan lipat tangan lipat tangan lipat tangan,"['halo', 'kak', 'mohon', 'baca', 'dm', 'kak', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,7
196,2022,Seneng banget ngeliat kalian bahagia ??????,senang banget bahagia hati merah hati merah hati merah,"['senang', 'banget', 'bahagia', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,7
197,2022,@bbyyoongiyoul_ thanks kak!??,thanks kak angkat tangan,"['thanks', 'kak', 'angkat', 'tangan']",positif,7
198,2022,udah punya bang ????????????,bang wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia lipat tangan warna kulit cerah wajah konyol,"['bang', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'wajah', 'konyol']",positif,7
199,2022,"Merinding terus kalau liat video ini, langgeng ya????",merinding lihat video langgeng ya hati merah api,"['merinding', 'lihat', 'video', 'langgeng', 'ya', 'hati', 'merah', 'api']",positif,7
200,2022,????semoga langgeng,hati merah hati merah moga langgeng,"['hati', 'merah', 'hati', 'merah', 'moga', 'langgeng']",positif,7
201,2023,"@manistaqna jangan seratus, sejuta sis??",ratus juta sis tertawa terbahakbahak,"['ratus', 'juta', 'sis', 'tertawa', 'terbahakbahak']",positif,7
202,2023,@erikatya2  heh wong halu .. sing jare wes suksea hahaha  sukses tu begini  bukane  omah ngontrak ra due kendaraan.. hidupnya memprihatinkan. Sak e bgd km ki halu nnti gila lamaa2,heh halu sing jare wes sukses hahaha sukses bukane omah ngontrak ra due kendara hidup prihatin sak e banget ki halu gila lamaa,"['heh', 'halu', 'sing', 'jare', 'wes', 'sukses', 'hahaha', 'sukses', 'bukane', 'omah', 'ngontrak', 'ra', 'due', 'kendara', 'hidup', 'prihatin', 'sak', 'e', 'banget', 'ki', 'halu', 'gila', 'lamaa']",positif,7
203,2023,Semoga sehat" bumil..??,moga sehat bumil wajah gembira dengan mata bahagia,"['moga', 'sehat', 'bumil', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,7
204,2023,Ko jess emang jagoan game ??,jes jago game api,"['jes', 'jago', 'game', 'api']",positif,7
205,2023,Semoga selalu bahagia????????????,moga bahagia lipat tangan warna kulit cerah lipat tangan warna kulit cerah lipat tangan warna kulit cerah,"['moga', 'bahagia', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,7
206,2023,"Harganya msh terjangkau, di shopee harga termahal 220an dpt 3",harga jangkau shope harga mahal an,"['harga', 'jangkau', 'shope', 'harga', 'mahal', 'an']",positif,7
207,2023,@titip_mbanis lelah aing ?? makanya fikiran ampe mari ??,lelah aing wajah menang keras pikir mari tertawa terbahakbahak,"['lelah', 'aing', 'wajah', 'menang', 'keras', 'pikir', 'mari', 'tertawa', 'terbahakbahak']",positif,7
208,2023,Bismillah semoga beruntung,bismillah moga untung,"['bismillah', 'moga', 'untung']",positif,7
209,2023,@chellyzious hahahah....kan coba-coba berhadiah ????,hahahah cobacoba hadiah wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia,"['hahahah', 'cobacoba', 'hadiah', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,7
210,2023,"Gak semua ibu melahirkan asi nya langsung ada, contohnya saya sendiri. 2x melahirkan, dua duanya asi nya baru keluar dihari ketigaa guysss. Nunggu asi keluar, ya pakai sufor dulu.",lahir asi nya langsung contoh x lahir dua asi nya hari tiga guys tunggu asi ya pakai sufor,"['lahir', 'asi', 'nya', 'langsung', 'contoh', 'x', 'lahir', 'dua', 'asi', 'nya', 'hari', 'tiga', 'guys', 'tunggu', 'asi', 'ya', 'pakai', 'sufor']",positif,7
211,2023,@gilangtama48 betul bngt semoga kita fns nya mereka nular harta aminn....??????,banget moga fns nya nular harta amin tepuk tangan angkat tangan hati merah,"['banget', 'moga', 'fns', 'nya', 'nular', 'harta', 'amin', 'tepuk', 'tangan', 'angkat', 'tangan', 'hati', 'merah']",positif,7
212,2023,"??asik lahir di perut siscakhol, uang gw no limit",bayi asik lahir perut siscakhol uang gue no limit,"['bayi', 'asik', 'lahir', 'perut', 'siscakhol', 'uang', 'gue', 'no', 'limit']",positif,7
213,2024,Aku mau ka baju ank" ku buat 2 cewek terimakasih @siscakohl @daviid___dani,kak baju anak ku cewek terimakasih,"['kak', 'baju', 'anak', 'ku', 'cewek', 'terimakasih']",positif,7
214,2024,bismilah semoga sya bisa dikasih hp sma ka sisca untuk ibu sya dan suami sya narik ?? lancar rejekinya org baik @siscakohl,bismilah moga kasih hp kak sisca suami tarik hati merah lancar rejekinya orang,"['bismilah', 'moga', 'kasih', 'hp', 'kak', 'sisca', 'suami', 'tarik', 'hati', 'merah', 'lancar', 'rejekinya', 'orang']",positif,7
215,2024,Kok bumbunya ga ada yg prnh kuliat yaa ??,bumbu liat ya wajah senyum lebar dan keringat,"['bumbu', 'liat', 'ya', 'wajah', 'senyum', 'lebar', 'dan', 'keringat']",positif,7
216,2024,Assiiikkk dapet ampouu ??????????,assiik ampou hati merah hati merah hati merah api api,"['assiik', 'ampou', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'api', 'api']",positif,7
217,2024,Kka jes minta thr nya dong aku mau buat lebaran semoga di kasih . . ??????????,kakak jes thr nya lebaran moga kasih hati merah hati merah hati merah hati merah hati merah,"['kakak', 'jes', 'thr', 'nya', 'lebaran', 'moga', 'kasih', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,7
218,2024,"Smoga anak nya shat slalu dan panjang umur , aminn??",moga anak nya sehat umur amin lipat tangan,"['moga', 'anak', 'nya', 'sehat', 'umur', 'amin', 'lipat', 'tangan']",positif,7
219,2024,@laila_fkhtljnh28 tiati kak diserbu emak2 yg ga terima 9 bulan ngandung pas lahir dibilang mirip bapaknya 100% ??,tiati kak serbu emakemak terima ngandung pas lahir bilang bapak wajah gembira urai air mata,"['tiati', 'kak', 'serbu', 'emakemak', 'terima', 'ngandung', 'pas', 'lahir', 'bilang', 'bapak', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,7
220,2024,To cute and sweet,cute and sweet,"['cute', 'and', 'sweet']",positif,7
221,2024,Proud?????? kecil2 aurat uda disensor ????????,proud tepuk tangan tepuk tangan tepuk tangan kecil aurat sensor hati merah hati merah hati merah hati merah,"['proud', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'kecil', 'aurat', 'sensor', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,7
222,2024,"MasyaAllah , semoga shopia selalu di berikan kesehatan ya ??????",masyaallah moga shopia sehat ya tangan jepit tangan angkat dan rapat sama wajah senyum,"['masyaallah', 'moga', 'shopia', 'sehat', 'ya', 'tangan', 'jepit', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'senyum']",positif,7
223,2020,"@ebellaverrr itu biasanya harga perbungkus nya mayan mahal sih bagi kita yg pas""an, kya mau beli mikir dlu mending beli yg lain yg lbih murah dan mengenyangkan ?",harga bungkus nya lumayan mahal sih pas an kaya beli mikir mending beli murah kenyang,"['harga', 'bungkus', 'nya', 'lumayan', 'mahal', 'sih', 'pas', 'an', 'kaya', 'beli', 'mikir', 'mending', 'beli', 'murah', 'kenyang']",positif,6
224,2020,Suka liat kalian senyum d video keliatan kl kalian loyal????,suka lihat senyum video kalo loyal,"['suka', 'lihat', 'senyum', 'video', 'kalo', 'loyal']",positif,6
225,2020,@priyanto.rudi1993 Selamat mencoba,rudi selamat coba,"['rudi', 'selamat', 'coba']",positif,6
226,2020,@audygrisella  eishhh jngan debat dia itu milikku bukan milik kalian ihhh dasar yaa ngata? in dia milik kalian,eish debat milik milik ih dasar ya ngata milik,"['eish', 'debat', 'milik', 'milik', 'ih', 'dasar', 'ya', 'ngata', 'milik']",positif,6
227,2020,Iya iya tau yang kamarnya seluas lapangan,iya iya tau kamar luas lapang,"['iya', 'iya', 'tau', 'kamar', 'luas', 'lapang']",positif,6
228,2020,Selamat mencoba?,selamat coba,"['selamat', 'coba']",positif,6
229,2020,Pengen buat juga Terima kasih resep nya?,pengin terima kasih resep nya,"['pengin', 'terima', 'kasih', 'resep', 'nya']",positif,6
230,2020,Gelasnya samaan gag smp 10rb wkwkwk,gelas sama rb wkwkwk,"['gelas', 'sama', 'rb', 'wkwkwk']",positif,6
231,2020,"Aku suka banget liat kak sisca dan kak Aliyah masak,aku suka cara ngomongnya kakak sopan dan pokoknya The best ?? sehat selalu kak",suka banget lihat kak sisca kak aliyah masak suka omong kakak sopan pokok the best sehat kak,"['suka', 'banget', 'lihat', 'kak', 'sisca', 'kak', 'aliyah', 'masak', 'suka', 'omong', 'kakak', 'sopan', 'pokok', 'the', 'best', 'sehat', 'kak']",positif,6
232,2020,@cindy_ocna04 aaaaa terima kasih banyak ya aku seneng banget bacanya?????,a terima kasih ya senang banget baca,"['a', 'terima', 'kasih', 'ya', 'senang', 'banget', 'baca']",positif,6
233,2020,"@siscakohl ka takarannya brp gram ya, mau langsung praktekin",kak takar gram ya langsung praktik,"['kak', 'takar', 'gram', 'ya', 'langsung', 'praktik']",positif,6
234,2020,Kakkk tambahin takarannya dong?,kak tambah takar,"['kak', 'tambah', 'takar']",positif,6
235,2020,Takaran pastinya berapa ka?,takar pasti kak,"['takar', 'pasti', 'kak']",positif,6
236,2020,Bisa minta resep dan ukurannya brp gram ya,resep ukur gram ya,"['resep', 'ukur', 'gram', 'ya']",positif,6
237,2020,Coba ahhhh yuk kita coba @innoblrd,coba ah yuk coba,"['coba', 'ah', 'yuk', 'coba']",positif,6
238,2021,Mari kita liat aja,mari lihat,"['mari', 'lihat']",positif,6
239,2021,@ayurayu_ coba buat sabar,coba sabar,"['coba', 'sabar']",positif,6
240,2021,@putri.sabillaa boleee dicobaa??,sabilla coba tertawa terbahakbahak,"['sabilla', 'coba', 'tertawa', 'terbahakbahak']",positif,6
241,2021,@ayurayu_ aku makan kesedak baca komen ini???? @zra_retha,makan sedak baca komen wajah menang keras tertawa terbahakbahak,"['makan', 'sedak', 'baca', 'komen', 'wajah', 'menang', 'keras', 'tertawa', 'terbahakbahak']",positif,6
242,2021,"@auliasyahreza2419 dlu neneku suka di campur sama bubur kacang ijo sepanci, duriannya atu ??",neneku suka campur bubur kacang ijo panci durian wajah gembira urai air mata,"['neneku', 'suka', 'campur', 'bubur', 'kacang', 'ijo', 'panci', 'durian', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,6
243,2021,Ya Allah...kapan yacb bisa nyobain dan punya uang spt kk...sehat slalu kk dan tidak kurang suatu apapun,ya allah yacb coba uang sehat apa,"['ya', 'allah', 'yacb', 'coba', 'uang', 'sehat', 'apa']",positif,6
244,2021,Coba masak jamur tletong kak mantap rasanya,coba masak jamur tletong kak mantap,"['coba', 'masak', 'jamur', 'tletong', 'kak', 'mantap']",positif,6
245,2021,@arfhshn__  Beli yu????,beli yuk tepuk tangan api,"['beli', 'yuk', 'tepuk', 'tangan', 'api']",positif,6
246,2021,Selamat mencobaa,selamat coba,"['selamat', 'coba']",positif,6
247,2021,@tranka05 @li.novitas89 @bgsimnwcksn selamat mencoba~~~,novitas selamat coba,"['novitas', 'selamat', 'coba']",positif,6
248,2021,Rasa cabai kak?????? Pedaaaas,cabai kak api api api pedaas,"['cabai', 'kak', 'api', 'api', 'api', 'pedaas']",positif,6
249,2021,@bobonsantoso mari kita coba ??,mari coba api,"['mari', 'coba', 'api']",positif,6
250,2021,Selamat mencoba,selamat coba,"['selamat', 'coba']",positif,6
251,2021,apadaya saya yg mkn mie campur nasi??,apadaya mie campur nasi wajah menang,"['apadaya', 'mie', 'campur', 'nasi', 'wajah', 'menang']",positif,6
252,2021,"Gue yakin pas tadi di cut abis nyoba, dia huek2an wkwkwk itu di cut keliatan bgt, trs baru ngangguk2 pura2 suka??????",gue pas cut habis coba huekan wkwkwk cut banget ngangguk purapura suka wajah menang keras wajah menang keras wajah menang keras,"['gue', 'pas', 'cut', 'habis', 'coba', 'huekan', 'wkwkwk', 'cut', 'banget', 'ngangguk', 'purapura', 'suka', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",positif,6
253,2021,"@rizky_oktaviani26 jujur ajaaa. Yg bikin kolestrol harganya kan, bukan seafoodnya.",jujur bikin kolestrol harga seafoodnya,"['jujur', 'bikin', 'kolestrol', 'harga', 'seafoodnya']",positif,6
254,2021,@rezahikmatt googling kak lgsg muncul gambarnya ????,googling kak langsung muncul gambar wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia,"['googling', 'kak', 'langsung', 'muncul', 'gambar', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,6
255,2021,"Orang saya beli kepiting seharga 20 ribu saja dengar harga langsung pingsan , ini dia beli 14 juta belinya pake borongan . ????",orang beli kepiting harga ribu dengar harga langsung pingsan beli juta beli pakai borong wajah gembira urai air mata wajah gembira urai air mata,"['orang', 'beli', 'kepiting', 'harga', 'ribu', 'dengar', 'harga', 'langsung', 'pingsan', 'beli', 'juta', 'beli', 'pakai', 'borong', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,6
256,2021,Kayanya engga mungkin aku makan steak seharga itu...semoga rejekinya seberuntung kalian..,kaya makan steak harga moga rejekinya untung,"['kaya', 'makan', 'steak', 'harga', 'moga', 'rejekinya', 'untung']",positif,6
257,2021,@utari.sawitri saking suka nya aku sampe-sampe mau nangissssss ????,sawitri saking suka nya menang wajah kecewa namun lega tertawa terbahakbahak,"['sawitri', 'saking', 'suka', 'nya', 'menang', 'wajah', 'kecewa', 'namun', 'lega', 'tertawa', 'terbahakbahak']",positif,6
258,2021,@irmaimd sapa tau dek mau nyoba??,sapa tau dek coba tertawa terbahakbahak,"['sapa', 'tau', 'dek', 'coba', 'tertawa', 'terbahakbahak']",positif,6
259,2021,"""kita gak sabar untuk nyobain""",sabar coba,"['sabar', 'coba']",positif,6
260,2021,Es krim tumis kangkung campur toge,es krim tumis kangkung campur toge,"['es', 'krim', 'tumis', 'kangkung', 'campur', 'toge']",positif,6
261,2022,Kalian harus mencobanya dirumah? Yeayyy selamat mencoba melamun gaesss??,coba rumah yeay selamat coba lamun gaes wajah gembira urai air mata,"['coba', 'rumah', 'yeay', 'selamat', 'coba', 'lamun', 'gaes', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,6
262,2022,Sisca pernah gak makan mie indomie mentah di kremes lalu di cambur bumbunya di dalam kemasannya,sisca makan mie indomie mentah kremes cambur bumbu kemas,"['sisca', 'makan', 'mie', 'indomie', 'mentah', 'kremes', 'cambur', 'bumbu', 'kemas']",positif,6
263,2022,@im_cacaaxzz Enak jare bell??,enak jare bel tertawa terbahakbahak,"['enak', 'jare', 'bel', 'tertawa', 'terbahakbahak']",positif,6
264,2022,@zlyafi selamat mencobaaaaaa,selamat coba,"['selamat', 'coba']",positif,6
265,2022,"""Selamat mencoba"".....",selamat coba,"['selamat', 'coba']",positif,6
266,2022,"Ini bakwan kalo dicampur nasi uduk, kesian nasi uduknya minder wkwk",bakwan kalo campur nasi uduk kesi nasi uduk minder wkwk,"['bakwan', 'kalo', 'campur', 'nasi', 'uduk', 'kesi', 'nasi', 'uduk', 'minder', 'wkwk']",positif,6
267,2022,Ya allah rmh ny berasa istana,ya allah rumah nya asa istana,"['ya', 'allah', 'rumah', 'nya', 'asa', 'istana']",positif,6
268,2022,Yaallah jiwa misquenku meronta2 dia makn mie sakura ????,yaallah jiwa misquenku ronta makn mie sakura tertawa terbahakbahak wajah senyum lebar dan keringat,"['yaallah', 'jiwa', 'misquenku', 'ronta', 'makn', 'mie', 'sakura', 'tertawa', 'terbahakbahak', 'wajah', 'senyum', 'lebar', 'dan', 'keringat']",positif,6
269,2022,Bukan Full Power tapi FULL DUIT??????,ful power ful duit api api api,"['ful', 'power', 'ful', 'duit', 'api', 'api', 'api']",positif,6
270,2022,Salut banget sisca positif vibes bgt ?apapun makanan nya harus tetap bersyukur? ??,salut banget sisca positif vibes banget apa makan nya syukur wajah memelas,"['salut', 'banget', 'sisca', 'positif', 'vibes', 'banget', 'apa', 'makan', 'nya', 'syukur', 'wajah', 'memelas']",positif,6
271,2022,Ya Allah deep banget pas ngomong apapun makanannya harus tetap bersyukur ??,ya allah deep banget pas omong apa makan syukur wajah memelas,"['ya', 'allah', 'deep', 'banget', 'pas', 'omong', 'apa', 'makan', 'syukur', 'wajah', 'memelas']",positif,6
272,2022,@indahperdana21  prnah juga sisca sm jess makan di warteg tp fine fine aja mereka,sisca jes makan warteg fine fine,"['sisca', 'jes', 'makan', 'warteg', 'fine', 'fine']",positif,6
273,2022,Terharu liat Couple ini. Semoga sllu bahagia dan saling menyayangi dlm suka duka sampai tua.. Aamiin..,haru lihat couple moga bahagia sayang suka duka tua amin,"['haru', 'lihat', 'couple', 'moga', 'bahagia', 'sayang', 'suka', 'duka', 'tua', 'amin']",positif,6
274,2022,Selamat mencoba?mencoba apaaa??,selamat coba coba wajah menang,"['selamat', 'coba', 'coba', 'wajah', 'menang']",positif,6
275,2022,"@viviavians Hayo ketahuan Kwkkwkw,, btw brapa y harganya hahah, yg kecil aj mahal?? kl nikahan betawi",hayo tahu kwkkwkw btw ya harga hahah mahal wajah gembira urai air mata kalo nikah betawi,"['hayo', 'tahu', 'kwkkwkw', 'btw', 'ya', 'harga', 'hahah', 'mahal', 'wajah', 'gembira', 'urai', 'air', 'mata', 'kalo', 'nikah', 'betawi']",positif,6
276,2022,@ml_yok liat bawahan perutnya,lihat bawah perut,"['lihat', 'bawah', 'perut']",positif,6
277,2022,Lucu baju nya sisca ... Tp harga nya pasti ga lucu ??,lucu baju nya sisca harga nya lucu wajah menang,"['lucu', 'baju', 'nya', 'sisca', 'harga', 'nya', 'lucu', 'wajah', 'menang']",positif,6
278,2022,Aq sk sih lht siska pakainnya sll sopan dan jess jg ga pnh neko2 ??,suka sih lihat siska pakainnya sl sopan jes pnh nekoneko tepuk tangan,"['suka', 'sih', 'lihat', 'siska', 'pakainnya', 'sl', 'sopan', 'jes', 'pnh', 'nekoneko', 'tepuk', 'tangan']",positif,6
279,2022,Kalem bgt yah couple ini... No bar bar at all????,kalem banget ya couple no bar bar at al tepuk tangan tepuk tangan,"['kalem', 'banget', 'ya', 'couple', 'no', 'bar', 'bar', 'at', 'al', 'tepuk', 'tangan', 'tepuk', 'tangan']",positif,6
280,2022,Kerennnn ??????,keren api api api,"['keren', 'api', 'api', 'api']",positif,6
281,2022,"Budaya indonesia,makan mie pake nasi??",budaya indonesia makan mie pakai nasi angkat tangan,"['budaya', 'indonesia', 'makan', 'mie', 'pakai', 'nasi', 'angkat', 'tangan']",positif,6
282,2022,Ayo cobaaaaaaa??,ayo coba tepuk tangan,"['ayo', 'coba', 'tepuk', 'tangan']",positif,6
283,2022,Siscaa limmit ??????,sisca limmit api api api,"['sisca', 'limmit', 'api', 'api', 'api']",positif,6
284,2022,"@ichanurulazmi997 hayoo loo,, kamu tidak toleransi,, hati2 !!! Dek dek mending sekolah dulu yng bener jngn main sosmed",hayo lo toleransi hatihati dek dek mending sekolah main sosmed,"['hayo', 'lo', 'toleransi', 'hatihati', 'dek', 'dek', 'mending', 'sekolah', 'main', 'sosmed']",positif,6
285,2022,Tuhan Yesus memberkati ??????,tuhan yesus kati hati merah hati merah lipat tangan,"['tuhan', 'yesus', 'kati', 'hati', 'merah', 'hati', 'merah', 'lipat', 'tangan']",positif,6
286,2022,Semoga langgeng terus??,moga langgeng hati merah,"['moga', 'langgeng', 'hati', 'merah']",positif,6
287,2023,Aku dong kak mauuuu??????,kak api api api,"['kak', 'api', 'api', 'api']",positif,6
288,2023,"Bang @jessnolimit beliin sepatu running dong, sepatu sekolah yang biasa di buat lari udh jebolll",bang belikan sepatu running sepatu sekolah lari jebol,"['bang', 'belikan', 'sepatu', 'running', 'sepatu', 'sekolah', 'lari', 'jebol']",positif,6
289,2023,Sukses dan sehat terus buat Ka Siska dan Ka Justin ???,sukses sehat kak siska kak justin,"['sukses', 'sehat', 'kak', 'siska', 'kak', 'justin']",positif,6
290,2023,Mudahan ada rezekinya,mudah rezeki,"['mudah', 'rezeki']",positif,6
291,2023,kak aku ingin sepatu bola ukuran 40,kak sepatu bola ukur,"['kak', 'sepatu', 'bola', 'ukur']",positif,6
292,2023,"Saya suka sekali dengan kalian. Sisca & jesno Limit. Selain kalian mempunyai harta yang tinggi, kalian juga mempunya attitude yang sangat luar biasa... semoga kelak saya bisa menjadi seperti kak sisca ya kak.. Aamiin",suka sisca jesno limit harta punya attitude moga kelak kak sisca ya kak amin,"['suka', 'sisca', 'jesno', 'limit', 'harta', 'punya', 'attitude', 'moga', 'kelak', 'kak', 'sisca', 'ya', 'kak', 'amin']",positif,6
293,2023,Sakinah mawaddah warrahmah yh sepasang suami istri yg sedang memunggu baby,sakinah mawaddah warrahmah ya pasang suami istri munggu baby,"['sakinah', 'mawaddah', 'warrahmah', 'ya', 'pasang', 'suami', 'istri', 'munggu', 'baby']",positif,6
294,2023,@ironisekali WKWKWK KETAWA CINA DIPANGGIL AA,wkwkwk ketawa cina panggil a,"['wkwkwk', 'ketawa', 'cina', 'panggil', 'a']",positif,6
295,2023,"Kak bagi IPhone di IG dong, Bismillah dikirim IPhone",kak iphone ig bismillah kirim iphone,"['kak', 'iphone', 'ig', 'bismillah', 'kirim', 'iphone']",positif,6
296,2023,Bismillahirrahmanirrahim mudah? saya dapt juga amin......??????,bismillahirrahmanirrahim mudah dapt amin lipat tangan lipat tangan lipat tangan,"['bismillahirrahmanirrahim', 'mudah', 'dapt', 'amin', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,6
297,2023,Bukannya ga dicuci. Ini dia ngiklan ah elah makemak?? coba liat bayinya pas di hospital pake itu ga ??,cuci ngiklan ah elah makemak wajah senyum lebar dan keringat coba lihat bayi pas hospital pakai wajah senyum lebar dan keringat,"['cuci', 'ngiklan', 'ah', 'elah', 'makemak', 'wajah', 'senyum', 'lebar', 'dan', 'keringat', 'coba', 'lihat', 'bayi', 'pas', 'hospital', 'pakai', 'wajah', 'senyum', 'lebar', 'dan', 'keringat']",positif,6
298,2023,@afridadewi246 kalau lahir d australia/amerika setauku babynya langsung dpt kewarganegaraan sana. Kalau singapore kurang tau sih kak.,lahir australiaamerika tau babynya langsung kewarganegaraan singapore tau sih kak,"['lahir', 'australiaamerika', 'tau', 'babynya', 'langsung', 'kewarganegaraan', 'singapore', 'tau', 'sih', 'kak']",positif,6
299,2023,Kenapa gak warna ungu karna warna ungu bisa membuat anak cerdas dan pintar loh ??????,warna ungu warna ungu anak cerdas pintar loh api api api,"['warna', 'ungu', 'warna', 'ungu', 'anak', 'cerdas', 'pintar', 'loh', 'api', 'api', 'api']",positif,6
