,Tahun,Comments,preprocessed,tokenize_text,label,score
318,2023,Kak Willie berani nggak naik motor keliling ke dlm istana nya kak Willie.. bismillah tf 1 juta.. dari Kalimantan Selatan,kak willie berani motor keliling istana nya kak willie bismillah tf juta kalimantan selatan,"['kak', 'willie', 'berani', 'motor', 'keliling', 'istana', 'nya', 'kak', 'willie', 'bismillah', 'tf', 'juta', 'kalimantan', 'selatan']",positif,6
319,2023,?? mantap,tepuk tangan mantap,"['tepuk', 'tangan', 'mantap']",positif,6
320,2023,Selamat kak willie ??????????,selamat kak willie wajah senyum lebar mata hati tepuk tangan tepuk tangan wajah senyum lebar mata hati tepuk tangan,"['selamat', 'kak', 'willie', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'tepuk', 'tangan', 'tepuk', 'tangan', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'tepuk', 'tangan']",positif,6
321,2023,Semoga bermanfaat bagi nusa dan bangsa,moga manfaat nusa bangsa,"['moga', 'manfaat', 'nusa', 'bangsa']",positif,6
322,2023,Cantik banget neng vilmei serasi banget.semogah sampai ke pelaminan,cantik banget neng vilmei serasi bangetsemogah pelamin,"['cantik', 'banget', 'neng', 'vilmei', 'serasi', 'bangetsemogah', 'pelamin']",positif,6
323,2023,Kapan sih prewed kagak sabar dehhh????,sih prewed kagak sabar deh wajah dengan mata bentuk bintang oke,"['sih', 'prewed', 'kagak', 'sabar', 'deh', 'wajah', 'dengan', 'mata', 'bentuk', 'bintang', 'oke']",positif,6
324,2023,Cepat sembuh ya kak wille ????,cepat sembuh ya kak wille tangan lambai tangan lambai,"['cepat', 'sembuh', 'ya', 'kak', 'wille', 'tangan', 'lambai', 'tangan', 'lambai']",positif,6
325,2023,Kk wilie  semoga cepat sembuh ya aminn??,wilie moga cepat sembuh ya amin lipat tangan,"['wilie', 'moga', 'cepat', 'sembuh', 'ya', 'amin', 'lipat', 'tangan']",positif,6
326,2023,Ka Wil sama ka vilme romantis bgt ??,kak wil kak vilme romantis banget api,"['kak', 'wil', 'kak', 'vilme', 'romantis', 'banget', 'api']",positif,6
327,2023,Taking di bagiin????????,taking bagi wajah gembira wajah gembira wajah gembira wajah gembira,"['taking', 'bagi', 'wajah', 'gembira', 'wajah', 'gembira', 'wajah', 'gembira', 'wajah', 'gembira']",positif,6
328,2023,Mau 300k saja suda bersyukur bgt kak??????,k syukur banget kak wajah malaikat lipat tangan warna kulit cerah,"['k', 'syukur', 'banget', 'kak', 'wajah', 'malaikat', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,6
329,2023,Tuhan gak pernah ngasih rejeki gw d komen. ??????,tuhan asih rejeki gue komen wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['tuhan', 'asih', 'rejeki', 'gue', 'komen', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,6
330,2023,"Bismillah,,,semoga rejeki aku,,buat modal usaha Doni kak willie",bismillah moga rejeki buat modal usaha doni kak willie,"['bismillah', 'moga', 'rejeki', 'buat', 'modal', 'usaha', 'doni', 'kak', 'willie']",positif,6
331,2023,Seikhlas nya aja sekalipun seribu tak terima wkwk,ikhlas nya ribu terima wkwk,"['ikhlas', 'nya', 'ribu', 'terima', 'wkwk']",positif,6
332,2023,Bismillah iphone buat sekolah saya pinjam hp temen??,bismillah iphone sekolah pinjam hp teman wajah menang,"['bismillah', 'iphone', 'sekolah', 'pinjam', 'hp', 'teman', 'wajah', 'menang']",positif,6
333,2024,Bismillah kak wilie bisa bawa mama aku umroh,bismillah kak wilie bawa mama umroh,"['bismillah', 'kak', 'wilie', 'bawa', 'mama', 'umroh']",positif,6
334,2024,Ka aku udah follow like dan komen bismillah hp android buat main game,kak follow like komen bismillah hp android main game,"['kak', 'follow', 'like', 'komen', 'bismillah', 'hp', 'android', 'main', 'game']",positif,6
335,2024,Masya Allah ???,masya allah hati merah,"['masya', 'allah', 'hati', 'merah']",positif,6
336,2024,"Apa harus WA kaka langsung baru di ajak borong??, no WA kaka yang di frovil yaaaa??????",wa kakak langsung ajak borong wajah menang no wa kakak frovil ya wajah senyum lebar mata hati wajah senyum lebar mata hati angkat tangan,"['wa', 'kakak', 'langsung', 'ajak', 'borong', 'wajah', 'menang', 'no', 'wa', 'kakak', 'frovil', 'ya', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'angkat', 'tangan']",positif,6
337,2024,Iphone gratis buat ngonten tiktok    Help me ????,iphone gratis ngonten tiktok help me wajah menang lipat tangan,"['iphone', 'gratis', 'ngonten', 'tiktok', 'help', 'me', 'wajah', 'menang', 'lipat', 'tangan']",positif,6
338,2024,semangat ka wiliy ngonten nya ????????,semangat kak wiliy ngonten nya lipat tangan hati merah hati merah,"['semangat', 'kak', 'wiliy', 'ngonten', 'nya', 'lipat', 'tangan', 'hati', 'merah', 'hati', 'merah']",positif,6
339,2024,Kebahagiaan nggak memandang umur,bahagia pandang umur,"['bahagia', 'pandang', 'umur']",positif,6
340,2024,"Assalamualikum mister , sudah 2 bulan saya tidak berkerja dan tidak mendapat kan perkerjaan saya sampai hariini tidur di masjid tepatnya di daerah jawa barat , saya tidak ingin meminta minta krna saya masih sehat tapi sekiranya ada perkerjaan atau ada yang bisa saya kerjakaan dengan kak willy saya amat sangat BERTERIMAKASIH",assalamualikum mister kerja kerja hariini tidur masjid tepat daerah jawa barat sehat kerja kerjakaan kak willy berterimakasih,"['assalamualikum', 'mister', 'kerja', 'kerja', 'hariini', 'tidur', 'masjid', 'tepat', 'daerah', 'jawa', 'barat', 'sehat', 'kerja', 'kerjakaan', 'kak', 'willy', 'berterimakasih']",positif,6
341,2024,Kakk aku udh paket lengkap lohh Dalam nama Tuhan yesus Iphone,kak paket lengkap loh nama tuhan yesus iphone,"['kak', 'paket', 'lengkap', 'loh', 'nama', 'tuhan', 'yesus', 'iphone']",positif,6
342,2024,Bismillah .baca dm aku kak .,bismillah baca dm kak,"['bismillah', 'baca', 'dm', 'kak']",positif,6
343,2024,Salfok banget sama ibu kerudung coklat yg liat anak baju merah jatoh basah2an dia lgsg nyubit anaknya biar ga ikut basah2an ??,salah fokus banget kerudung coklat lihat anak baju merah jatuh basah langsung cubit anak biar basah tertawa terbahakbahak,"['salah', 'fokus', 'banget', 'kerudung', 'coklat', 'lihat', 'anak', 'baju', 'merah', 'jatuh', 'basah', 'langsung', 'cubit', 'anak', 'biar', 'basah', 'tertawa', 'terbahakbahak']",positif,6
344,2024,Ponorogo menyala??????,ponorogo nyala api api api,"['ponorogo', 'nyala', 'api', 'api', 'api']",positif,6
345,2024,MENYALA PONOROGO??????,nyala ponorogo api api api,"['nyala', 'ponorogo', 'api', 'api', 'api']",positif,6
346,2024,Mantap Abang Wili borong semua,mantap abang wili borong,"['mantap', 'abang', 'wili', 'borong']",positif,6
347,2024,  sayang banget yaaa pdhl bnyak produk knp hrs beli yg dukung sirewel,sayang banget ya produk beli dukung sirewel,"['sayang', 'banget', 'ya', 'produk', 'beli', 'dukung', 'sirewel']",positif,6
348,2024,Amin terimkasih ko willy semoga sukses terus dan tebar kebaikan sebanyak banyaknya,amin terimkasih willy moga sukses tebar baik banyak,"['amin', 'terimkasih', 'willy', 'moga', 'sukses', 'tebar', 'baik', 'banyak']",positif,6
349,2024,??????????????????mau dong bang willi,hati merah hati merah hati merah hati merah hati merah hati merah bang willi,"['hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'bang', 'willi']",positif,6
350,2024,"Kaka Willie aku kapan dari dulu aku tidak perna dapat, tapi aku selalu semangat untuk follow kak Willie terus?????",kakak willie semangat follow kak willie api hati merah,"['kakak', 'willie', 'semangat', 'follow', 'kak', 'willie', 'api', 'hati', 'merah']",positif,6
351,2024,betul bang wil. dlu baim wong jga pernah. karena sering ngasih ke orang. eh ada orang dateng ke rumah minta uang. udah d kasih malah minta lagi pdahal belum  bilang terima kasih. jadi datang cuma minta,bang wil baim asih orang eh orang rumah uang kasih bilang terima kasih,"['bang', 'wil', 'baim', 'asih', 'orang', 'eh', 'orang', 'rumah', 'uang', 'kasih', 'bilang', 'terima', 'kasih']",positif,6
352,2024,Semangat kak bismilah iphone untuk sekolah aminnn,semangat kak bismilah iphone sekolah amin,"['semangat', 'kak', 'bismilah', 'iphone', 'sekolah', 'amin']",positif,6
353,2024,Bt. Bang wili seha. Sehat y. ?????????,bang wili seha sehat ya hati merah hati merah hati merah,"['bang', 'wili', 'seha', 'sehat', 'ya', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,6
354,2024,"HI OM,slmt ulang,tahun,untuk kmu,Al-hamdullah Aamiin3x",hi om selamat ulang alhamdullah aamiinx,"['hi', 'om', 'selamat', 'ulang', 'alhamdullah', 'aamiinx']",positif,6
355,2024,"Aku blum punya rumah dlm pernikahan selama 42 Th,tp harus terima ikhlas???",rumah nikah terima ikhlas hati merah,"['rumah', 'nikah', 'terima', 'ikhlas', 'hati', 'merah']",positif,6
356,2023,Masa Allah,allah,['allah'],positif,5
357,2023,Sehat selalu untuk orang2 baik dan panjang umur,sehat orangorang umur,"['sehat', 'orangorang', 'umur']",positif,5
358,2023,Semoga rejeki saya amin,moga rejeki amin,"['moga', 'rejeki', 'amin']",positif,5
359,2023,Semoga dehat slalu orang baik dan menjadi berkat bagi orang lain amin,moga sehat orang berkat orang amin,"['moga', 'sehat', 'orang', 'berkat', 'orang', 'amin']",positif,5
360,2023,Berkah selalu   banyakin bantu lansia yang masih jualan atau kerja ya wil ????,berkah banyak bantu lansia jual kerja ya wil lipat tangan warna kulit cerahsedang,"['berkah', 'banyak', 'bantu', 'lansia', 'jual', 'kerja', 'ya', 'wil', 'lipat', 'tangan', 'warna', 'kulit', 'cerahsedang']",positif,5
361,2023,Amiiin semoga langgeng,amin moga langgeng,"['amin', 'moga', 'langgeng']",positif,5
362,2023,Semoga langgeng terus. aamiin,moga langgeng amin,"['moga', 'langgeng', 'amin']",positif,5
363,2023,Selamat bang,selamat bang,"['selamat', 'bang']",positif,5
364,2023,Kak Willie coba goreng cireng raksasa bismillah seiklasnya ???,kak willie coba goreng cireng raksasa bismillah seiklasnya wajah senyum,"['kak', 'willie', 'coba', 'goreng', 'cireng', 'raksasa', 'bismillah', 'seiklasnya', 'wajah', 'senyum']",positif,5
365,2023,"Soswit banget,semoga kalian langgeng slalu ????",soswit banget moga langgeng wajah gembira dengan mata bahagia wajah peluk,"['soswit', 'banget', 'moga', 'langgeng', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'peluk']",positif,5
366,2023,Ko cobak challage tahu hoheng yg lagi viral bismillah 500 rb,coba challage hoheng viral bismillah ribu,"['coba', 'challage', 'hoheng', 'viral', 'bismillah', 'ribu']",positif,5
367,2023,Semoga rezekinya smakin melimpah,moga rezeki limpah,"['moga', 'rezeki', 'limpah']",positif,5
368,2023,Aku mau ipone bismillah semoga dapat,ipone bismillah moga,"['ipone', 'bismillah', 'moga']",positif,5
369,2023,will berani gak kamu pakein baju kucingnya??,wil berani pakein baju kucing wajah gembira dengan mata bahagia,"['wil', 'berani', 'pakein', 'baju', 'kucing', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,5
370,2023,"Doain aku rezekinya biar lancar seperti kalian yaaa, biar aku bisa berbagi juga seperti kalian samaa orang2 disekitarku, Ammmiinn.",doain rezeki biar lancar ya biar bagi orangorang sekitar ammiin,"['doain', 'rezeki', 'biar', 'lancar', 'ya', 'biar', 'bagi', 'orangorang', 'sekitar', 'ammiin']",positif,5
371,2023,Romantis banget semoga buat selamanya Amin,romantis banget moga amin,"['romantis', 'banget', 'moga', 'amin']",positif,5
372,2023,Ka Willie bantuin saya untuk melanjutkan pembangunan rumah ??,kak willie bantuin lanjut bangun rumah tangan angkat dan rapat sama,"['kak', 'willie', 'bantuin', 'lanjut', 'bangun', 'rumah', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,5
373,2023,Peu beil setu hartu btu mse tui meti?????,peu beil setu hartu btu mse tui meti hati merah angkat tangan,"['peu', 'beil', 'setu', 'hartu', 'btu', 'mse', 'tui', 'meti', 'hati', 'merah', 'angkat', 'tangan']",positif,5
374,2023,berani gak borong indomaret bismillah 500k,berani borong indomaret bismillah k,"['berani', 'borong', 'indomaret', 'bismillah', 'k']",positif,5
375,2023,"Bismillah 800 rb,kk wil berani gk main k sawah cari keong????",bismillah ribu wil berani main sawah cari keong wajah gembira dengan mata bahagia wajah agak senyum,"['bismillah', 'ribu', 'wil', 'berani', 'main', 'sawah', 'cari', 'keong', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'agak', 'senyum']",positif,5
376,2023,Moga dpt rejeki,moga rejeki,"['moga', 'rejeki']",positif,5
377,2023,Bismilah 1 satu juta bgi2 rezeki bng wili,bismilah juta bgi rezeki bang wili,"['bismilah', 'juta', 'bgi', 'rezeki', 'bang', 'wili']",positif,5
378,2023,"Willi berani gak borong indomaret buat para anak yatim,,bismillah 500 ribu",willi berani borong indomaret anak yatim bismillah ribu,"['willi', 'berani', 'borong', 'indomaret', 'anak', 'yatim', 'bismillah', 'ribu']",positif,5
379,2023,Semoga berkah,moga berkah,"['moga', 'berkah']",positif,5
380,2023,"NIKAHAN DONG SAMA KA VILMEI BISMILLAH JODOH 
SATU JUTA",nikah kak vilmei bismillah jodoh juta,"['nikah', 'kak', 'vilmei', 'bismillah', 'jodoh', 'juta']",positif,5
381,2023,Masya Allah ka wili baik banget,masya allah kak wili banget,"['masya', 'allah', 'kak', 'wili', 'banget']",positif,5
382,2023, .nuryani ayo kerja keras usah dan berusaha bersyukur kkaka ??,nuryani ayo kerja keras usaha syukur kkaka wajah gembira urai air mata,"['nuryani', 'ayo', 'kerja', 'keras', 'usaha', 'syukur', 'kkaka', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,5
383,2023," .277 sejatinya dunia adalah surga bagi orang kafir dan penjara bagi orang muslim jadi jangan pernah iri sama apa yg dimiliki mereka karna nanti di akhirat kita akan mendapatkan kenikmatan abadi, tidak dengan mereka",sejati dunia surga orang kafir penjara orang muslim iri milik akhirat nikmat abadi,"['sejati', 'dunia', 'surga', 'orang', 'kafir', 'penjara', 'orang', 'muslim', 'iri', 'milik', 'akhirat', 'nikmat', 'abadi']",positif,5
384,2023,Kak wili coba tunjukan dapur kak bismillah 500 rb,kak wili coba tunjuk dapur kak bismillah ribu,"['kak', 'wili', 'coba', 'tunjuk', 'dapur', 'kak', 'bismillah', 'ribu']",positif,5
385,2023,Kak willie coba penuhin genteng istana dengan uang. Bismillah 500Rb,kak willie coba penuhin genteng istana uang bismillah rb,"['kak', 'willie', 'coba', 'penuhin', 'genteng', 'istana', 'uang', 'bismillah', 'rb']",positif,5
386,2023,Kak coba jadi baby sitter cipung seharian sama kak vilmei TF seiklasnya buat beli laptop buat kuliah makasih kak,kak coba baby sitter cipung hari kak vilmei tf seiklasnya beli laptop kuliah terima kasih kak,"['kak', 'coba', 'baby', 'sitter', 'cipung', 'hari', 'kak', 'vilmei', 'tf', 'seiklasnya', 'beli', 'laptop', 'kuliah', 'terima', 'kasih', 'kak']",positif,5
387,2023,Kak willi naik tangga rahasia bismillah 5 ratus ribu,kak willi tangga rahasia bismillah ratus ribu,"['kak', 'willi', 'tangga', 'rahasia', 'bismillah', 'ratus', 'ribu']",positif,5
388,2023,Bang hitung anak tangga yg ada dirumah lu bismillah 1jt,bang hitung anak tangga rumah lu bismillah jt,"['bang', 'hitung', 'anak', 'tangga', 'rumah', 'lu', 'bismillah', 'jt']",positif,5
389,2023,Kak Wili undangan anak yatim ke istana bismillah iPhone ??,kak wili undang anak yatim istana bismillah iphone wajah senyum lebar mata hati,"['kak', 'wili', 'undang', 'anak', 'yatim', 'istana', 'bismillah', 'iphone', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,5
390,2023,Coba ka itung ada berapaa anak tangga di itana .bismillah TF 500,coba kak itung anak tangga itana bismillah tf,"['coba', 'kak', 'itung', 'anak', 'tangga', 'itana', 'bismillah', 'tf']",positif,5
391,2023,"Kak wili coba lompat dari istana,bismillah uang 500rb",kak wili coba lompat istana bismillah uang rb,"['kak', 'wili', 'coba', 'lompat', 'istana', 'bismillah', 'uang', 'rb']",positif,5
392,2023,KK Wili jual cilok bismillah beli peralatan sekolah ank??,wili jual cilok bismillah beli alat sekolah anak lipat tangan,"['wili', 'jual', 'cilok', 'bismillah', 'beli', 'alat', 'sekolah', 'anak', 'lipat', 'tangan']",positif,5
393,2023,"Kak willie coba bikin bakso raksasa,,, bismillah uang 300rb",kak willie coba bikin bakso raksasa bismillah uang rb,"['kak', 'willie', 'coba', 'bikin', 'bakso', 'raksasa', 'bismillah', 'uang', 'rb']",positif,5
394,2023,"kak willie coba main layangan di atas istana, bismillah uang jajan 500rb",kak willie coba main layang istana bismillah uang jajan rb,"['kak', 'willie', 'coba', 'main', 'layang', 'istana', 'bismillah', 'uang', 'jajan', 'rb']",positif,5
395,2023,"Kak Willy coba perosotan di pagar tangga ,bismillah uang 500rb",kak willy coba perosot pagar tangga bismillah uang rb,"['kak', 'willy', 'coba', 'perosot', 'pagar', 'tangga', 'bismillah', 'uang', 'rb']",positif,5
396,2023,"Kak wili coba main layangan di genteng bisa ndak ? ,, Bismillah Tf 500 rb buat modal jualan",kak wili coba main layang genteng indak bismillah tf ribu modal jual,"['kak', 'wili', 'coba', 'main', 'layang', 'genteng', 'indak', 'bismillah', 'tf', 'ribu', 'modal', 'jual']",positif,5
397,2023,"Kak   coba aja orang random main ke istana. Tapi, orang random nya dikasih makan pakai nasi rendang padang 2 porsi. Tf saya 1 jt untuk biaya anak sekolah...",kak coba orang random main istana orang random nya kasih makan pakai nasi rendang padang porsi tf juta biaya anak sekolah,"['kak', 'coba', 'orang', 'random', 'main', 'istana', 'orang', 'random', 'nya', 'kasih', 'makan', 'pakai', 'nasi', 'rendang', 'padang', 'porsi', 'tf', 'juta', 'biaya', 'anak', 'sekolah']",positif,5
398,2023,kak Wili kasih bantuan ke anak" kecil yang mencari nafkah buat bantu ekonomi keluarga nya bismillah 1 juta??,kak wili kasih bantu anak cari nafkah bantu ekonomi keluarga nya bismillah juta wajah menang,"['kak', 'wili', 'kasih', 'bantu', 'anak', 'cari', 'nafkah', 'bantu', 'ekonomi', 'keluarga', 'nya', 'bismillah', 'juta', 'wajah', 'menang']",positif,5
399,2023,"Cuma bisa coment aja ,selamat ya kokoh willie, udah Lewat aja gitu.  ",komentar selamat ya kokoh willie,"['komentar', 'selamat', 'ya', 'kokoh', 'willie']",positif,5
400,2023,Wiih selamat yaa will ingettt perjuangan lu dulu pesan saya tetap lah berbagi dan tidak sombong lancar trs rezeki nyaa??,wih selamat ya wil juang lu pesan bagi sombong lancar rezeki nya tepuk tangan,"['wih', 'selamat', 'ya', 'wil', 'juang', 'lu', 'pesan', 'bagi', 'sombong', 'lancar', 'rezeki', 'nya', 'tepuk', 'tangan']",positif,5
401,2023,Happy bgt bang willie,happy banget bang willie,"['happy', 'banget', 'bang', 'willie']",positif,5
402,2023,Selamat ya wille,selamat ya wille,"['selamat', 'ya', 'wille']",positif,5
403,2023,"Aku gak pernah keciduk dan dapat hadiah dari kak willie ,karna aku tinggalnya jauh,,semoga kak willie bisa kirim aku hadiah ?? amin",ciduk hadiah kak willie tinggal moga kak willie kirim hadiah kado amin,"['ciduk', 'hadiah', 'kak', 'willie', 'tinggal', 'moga', 'kak', 'willie', 'kirim', 'hadiah', 'kado', 'amin']",positif,5
404,2023,Bismillah hp buat hadiah bini,bismillah hp hadiah bini,"['bismillah', 'hp', 'hadiah', 'bini']",positif,5
405,2023,Ka civimei coba makan sama kak Willi terus pakaian Barbie bismillah 500 ribu kk,kak civimei coba makan kak willi pakai barbie bismillah ribu,"['kak', 'civimei', 'coba', 'makan', 'kak', 'willi', 'pakai', 'barbie', 'bismillah', 'ribu']",positif,5
406,2023,Motif bajunya samaan kaya piyama aku??,motif baju sama kayak piyama wajah gembira dengan mata bahagia,"['motif', 'baju', 'sama', 'kayak', 'piyama', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,5
407,2023,Suka bngt liat nya,suka banget lihat nya,"['suka', 'banget', 'lihat', 'nya']",positif,5
408,2023,Semoga cepet sembuh ya kak wili,moga cepat sembuh ya kak wili,"['moga', 'cepat', 'sembuh', 'ya', 'kak', 'wili']",positif,5
409,2023,Cepat sembuh ya ko ??,cepat sembuh ya lipat tangan,"['cepat', 'sembuh', 'ya', 'lipat', 'tangan']",positif,5
410,2023,Kiwkiw cukurukuk semoga langgeng sampe tua aminn loplop buat pasangan ini namanya pasangannya "wilvil" ????????,kiwkiw cukurukuk moga langgeng tua amin loplop pasang nama pasang wilvil wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['kiwkiw', 'cukurukuk', 'moga', 'langgeng', 'tua', 'amin', 'loplop', 'pasang', 'nama', 'pasang', 'wilvil', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,5
411,2023,Semoga kak willie sehat trus yaa biar bisa ajak folowers nya ke rumah lagi,moga kak willie sehat ya biar ajak folowers nya rumah,"['moga', 'kak', 'willie', 'sehat', 'ya', 'biar', 'ajak', 'folowers', 'nya', 'rumah']",positif,5
412,2023,Kak Wili kenapa semoga cepat sembuh,kak wili moga cepat sembuh,"['kak', 'wili', 'moga', 'cepat', 'sembuh']",positif,5
413,2023,Buat kasih kemama,kasih mama,"['kasih', 'mama']",positif,5
414,2023,Bang Wille ajak aku beli ninja CBR Sura merdu sekalian dibeliin???,bang wille ajak beli ninja cbr sura merdu dibeliin hati merah,"['bang', 'wille', 'ajak', 'beli', 'ninja', 'cbr', 'sura', 'merdu', 'dibeliin', 'hati', 'merah']",positif,5
415,2023,mau dong wili semoga berkah amin,wili moga berkah amin,"['wili', 'moga', 'berkah', 'amin']",positif,5
416,2023,Semoga di paringin sehat selalu mas y ??,moga paringin sehat mas ya lipat tangan,"['moga', 'paringin', 'sehat', 'mas', 'ya', 'lipat', 'tangan']",positif,5
417,2023,Kk mau paket aipon kk buat ank sekolah zuzur buat belajar,paket aipon anak sekolah zuzur ajar,"['paket', 'aipon', 'anak', 'sekolah', 'zuzur', 'ajar']",positif,5
418,2023,"Pengen bangat dapat hadia dari Kak Willie, udah lama Follow kok gak dapat? hadia, semoga Rezeki??",pengin banget hadia kak willie follow dapat hadia moga rezeki tepuk tangan,"['pengin', 'banget', 'hadia', 'kak', 'willie', 'follow', 'dapat', 'hadia', 'moga', 'rezeki', 'tepuk', 'tangan']",positif,5
419,2023,"ikan gurame ikan gabus, arwana makanny tikus,agar silaturahmi kt ga trputus pinjam dululah sratus??????????",ikan gurame ikan gabus arwana makanny tikus silaturahmi trputus pinjam dululah sratus lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan,"['ikan', 'gurame', 'ikan', 'gabus', 'arwana', 'makanny', 'tikus', 'silaturahmi', 'trputus', 'pinjam', 'dululah', 'sratus', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,5
420,2023,Mantap kreen,mantap keren,"['mantap', 'keren']",positif,5
421,2023,"Wow ketemu.lagi nih kedua orang nih,semoga  sehat  selalu dan di berkati",wow ketemulagi nih orang nih moga sehat berkat,"['wow', 'ketemulagi', 'nih', 'orang', 'nih', 'moga', 'sehat', 'berkat']",positif,5
422,2023,"Melihat, tersenyum ketika ada yang dapat kapan anak pondok kebagian rezekinya buat ngopi bang wkwk sudahlah",senyum anak pondok bagi rezeki ngopi bang wkwk,"['senyum', 'anak', 'pondok', 'bagi', 'rezeki', 'ngopi', 'bang', 'wkwk']",positif,5
423,2023,"Bismillahirrahmanirrahim ??, terlambat lama sekali ??",bismillahirrahmanirrahim tangan angkat dan rapat sama lambat wajah gembira urai air mata,"['bismillahirrahmanirrahim', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lambat', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,5
424,2023,Bulan puasa harus sabar menunggu magrib dan sabar menunggu antrian THR iPhone ??,puasa sabar tunggu magrib sabar tunggu antri thr iphone wajah gembira urai air mata,"['puasa', 'sabar', 'tunggu', 'magrib', 'sabar', 'tunggu', 'antri', 'thr', 'iphone', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,5
425,2024,Bissmillah Semoga Beruntung Follow Amin BCA 8050040993,bissmillah moga untung follow amin baca,"['bissmillah', 'moga', 'untung', 'follow', 'amin', 'baca']",positif,5
426,2024,bissmillah dapat??,bissmillah tangan angkat dan rapat sama,"['bissmillah', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,5
427,2024,Aku dong bismillah dapat??,bismillah lipat tangan,"['bismillah', 'lipat', 'tangan']",positif,5
428,2024,Selamat ulang tahun kk,selamat ulang,"['selamat', 'ulang']",positif,5
429,2024,???   ??,hati merah angkat tangan,"['hati', 'merah', 'angkat', 'tangan']",positif,5
430,2024,Pasti rame wil krn free...smg dpt rejeki dr sni,rame wil fre moga rejeki sni,"['rame', 'wil', 'fre', 'moga', 'rejeki', 'sni']",positif,5
431,2024,Alpah blondi sebe allah,alpah blondi sebe allah,"['alpah', 'blondi', 'sebe', 'allah']",positif,5
432,2024,will kapan kabulkan permintaanku bismillah di respon,wil kabul minta bismillah respon,"['wil', 'kabul', 'minta', 'bismillah', 'respon']",positif,5
433,2024,mantap ka,mantap kak,"['mantap', 'kak']",positif,5
434,2024,Ga sholat kah?,sholat kah,"['sholat', 'kah']",positif,5
435,2024,"Cobak koneh ,,,ah
Mana tau ke baca????
Bismillah kebaca dapat ip????",coba koneh ah tau baca tepuk tangan wajah senyum lebar dan mata tutup bismillah baca ip wajah malaikat wajah dengan tangan tutup mulut,"['coba', 'koneh', 'ah', 'tau', 'baca', 'tepuk', 'tangan', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup', 'bismillah', 'baca', 'ip', 'wajah', 'malaikat', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut']",positif,5
436,2024,Met siang dari sukabumi,selamat siang sukabumi,"['selamat', 'siang', 'sukabumi']",positif,5
437,2024,Semoga sembuh,moga sembuh,"['moga', 'sembuh']",positif,5
438,2024,Woww keren mas Willie mantap,wow keren mas willie mantap,"['wow', 'keren', 'mas', 'willie', 'mantap']",positif,5
439,2024,Bang Wili aku minta thrnya dong buat top up ff sedikit aja jangan banyak?,bang wili thrnya top up f banyak,"['bang', 'wili', 'thrnya', 'top', 'up', 'f', 'banyak']",positif,5
440,2024,  ??,tertawa terbahakbahak,"['tertawa', 'terbahakbahak']",positif,5
441,2024,Sabar karena will,sabar wil,"['sabar', 'wil']",positif,5
442,2024,Yang sabar aja ya ka,sabar ya kak,"['sabar', 'ya', 'kak']",positif,5
443,2024,Kasian banger ????????????,kasihan banget hati merah hati merah hati merah hati merah,"['kasihan', 'banget', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,5
444,2024,So cuteee ???,sok cute hati merah,"['sok', 'cute', 'hati', 'merah']",positif,5
445,2024,Kaka pengen ipone smoga kaka di berkaty dan banyak rejeki,kakak pengin ipone moga kakak berkaty rejeki,"['kakak', 'pengin', 'ipone', 'moga', 'kakak', 'berkaty', 'rejeki']",positif,5
