,index,Tahun,Comments,preprocessed
883,1103,2023,Biar silaturahmi tidak terputus,biar silaturahmi putus
884,1106,2023,"Pengen bgt kesini bg, ajakin dong bg",pengin banget kesini bang ajak bang
885,1107,2023,udah paket lengkap fllow tiktok ig tapi gapernah dijajanin😂😂,paket lengkap fllow tiktok ig dijajanin wajah gembira urai air mata wajah gembira urai air mata
886,1108,2023,Bismillah traktir bumil jajan martabak telur ka 🙏 ,bismillah traktir bumil jajan martabak telur kak lipat tangan
887,1109,2023,Bisa gak ya ketemu kak ricci ni kalau ketemu pasti kocak sih asliii🫠🔥,ya ketemu kak ricci nih ketemu kocak sih asli api
888,1110,2023,Aku jujur soalnya fans kak yang cakep,jujur fan kak cakep
889,1111,2023,Wesss 🔥 semangat terusss bang ❤️🔥🔥,wes api semangat bang hati merah api api
890,1113,2023,Mau iphone dong kak,iphone kak
891,1114,2023,"seru amatt dehh,adakah lima ratus?",seru deh ada ratus
892,1115,2023,#rameinkomen bismilah hp,bismilah hp
893,1117,2023,Wih mantapp😍,wih mantap wajah senyum lebar mata hati
894,1118,2023,Wow keren 👍,wow keren jempol ke atas
895,1119,2023,"Komen dimana mana pasti ketimbun terus pasti gak keliat,,blom rezeki mungkin",komen mana timbun liat belum rezeki
896,1120,2023,  win,win
897,1121,2023,Percuma komen yg dpt kaum hawa alias cwe😢,komen kaum hawa alias cewek wajah menang
898,1122,2023,Sukses terus ya kak❤️  ,sukses ya kak hati merah
899,1123,2023,AYA MEUREEEEUUN 😂,aya meureeuun wajah gembira urai air mata
900,1124,2023,Kantor Meta apaan bang @ ini,kantor meta bang
901,1125,2023,"Gila sih keren bngt abang satu ini sampe diundang ke Meta , Bismillah 100🤭",gila sih keren banget abang undang meta bismillah wajah dengan tangan tutup mulut
902,1126,2023,"Agar like dan share tetep terjaga,ada kah pulsa 100k buat beli kuota  ",like share jaga kah pulsa k beli kuota
903,1127,2023,Sukses sellau ya kakk,sukses sellau ya kak
904,1128,2023,Btw kapan ni liburan ke Lampung 😂,btw nih libur lampung wajah gembira urai air mata
905,1129,2023,Mau buat konten apa kak😂,konten kak wajah gembira urai air mata
906,1130,2023,"Senang dan sehat2 trs kak, adakah seratus?",senang sehatsehat kak ada ratus
907,1131,2023,Sukses terus kak,sukses kak
908,1132,2023,123 pohon kaktus adakah seratus,pohon kaktus ada ratus
909,1135,2023,Bg yg ikut take me out bkn??😂,bang take me out wajah gembira urai air mata
910,1136,2023,mirip bg erpan,bang erpan
911,1137,2023,Tsunami 2023,tsunami
912,1138,2023,HARTA TAHTA RICCIE 👑👑 GUANTENG POLL TERNYATA PERAWATAN DI   😍😍,harta tahta riccie mahkota mahkota ganteng pol awat wajah senyum lebar mata hati wajah senyum lebar mata hati
913,1139,2023,Harta TAHTA Richie starboy😍🔥,harta tahta richie starboy wajah senyum lebar mata hati api
914,1140,2023,lucu banget ni bang rawr,lucu banget nih bang rawr
915,1141,2023,Apa aku harus buat konten kke ABG juga heheh,konten kke abang heheh
916,1142,2023,Jalan2 Mulu bg buat aku mana,jalanjalan mulu bang
917,1143,2023,Bismillah dapat rejeki ,bismillah rejeki
918,1144,2023,Abis perawatan bisa kali spill pori-porinya🗿  ,habis awat kali spil poriporinya moa
919,1145,2023,BG coba cosplay jadi Joker transfer 500 dana,bang coba cosplay joker transfer dana
920,1147,2023,masyaAllah cwo mukany mulus bgtt.,masyaallah cowok mukany mulus banget
921,1148,2023,Ubur² aja kalah bening...ini mah bukan bening lg tp kinclong 😍😍  ,ubur kalah bening mah bening kinclong wajah senyum lebar mata hati wajah senyum lebar mata hati
922,1149,2023,Mulus bener jadii iri 😭,mulus iri wajah menang keras
923,1150,2023,"Wukong55, Situs Gacor!!..
Rasakan Sensasi Kemenangannya Sekarang Juga!!..
Banyak Promo Menarik...
Link : heylink.me/wukong55",wukong situs gacor rasa sensasi menang promo tarik link heylinkmewukong
924,1151,2023,Kaaaa balassss dm aku dong🙏  ,kak balas dm lipat tangan
925,1152,2023,udah cocok jadi personilnya BTS bang😂,cocok personilnya bts bang wajah gembira urai air mata
926,1153,2023,Emang boleh??,
927,1154,2023,Mulus dan kinclong banget itu muka ya😂,mulus kinclong banget muka ya wajah gembira urai air mata
928,1155,2023,Sebenings cahaya ilaahi 😂,sebenings cahaya ilaahi wajah gembira urai air mata
929,1156,2023,"Bening bang, kayak ubin mesjid",bening bang kayak ubin mesjid
930,1157,2023,anjayyy slide kedua kaya joker bang cocok jadi pemerannya😅,anjay slide kayak joker bang cocok per wajah senyum lebar dan keringat
931,1158,2023,anying benint bat kek uang pelicin🤣🙏🏻😁,anying benint banget kayak uang licin tertawa terbahakbahak lipat tangan warna kulit cerah wajah gembira dengan mata bahagia
932,1159,2023,Sumpah ini keren banget dan glowing bnget🤗,sumpah keren banget glowing banget wajah peluk
933,1160,2023,Busetttt. Licin bener daaahhhh. Mantap mantap. Nyamuk aja takut mau deketin. Takut kepleset jatoh 😂,buset licin dah mantap mantap nyamuk takut dekat takut kepleset jatuh wajah gembira urai air mata
934,1161,2023,Kirain hamil kau😂,hamil kau wajah gembira urai air mata
935,1164,2023,Licin glowing lucuuuuu gemoy bg  ,licin glowing lucu gemoy bang
936,1165,2023,EMANGGG BOLEE SEBENING INI KAK?🔥😍,bening kak api wajah senyum lebar mata hati
937,1166,2023,Gilak kek minyak sangkin bersih ny woyy,gila kayak minyak sangkin bersih nya woy
938,1167,2023,"Biar kami ikut bening, adakah lembaran pink   😭",biar bening ada lembar pink wajah menang keras
939,1168,2023,"Bang kapan bagi2 iphone di kantin karyawan senayan city,,di B2  ",bang bagibagi iphone kantin karyawan senayan city di dua
940,1169,2023,Bg gue insc kulit nya mulus bgtu😭,bang gue insc kulit nya mulus wajah menang keras
941,1170,2023,Sangking licinnya di buat plosotan   😂😂,sangking licin plosotan wajah gembira urai air mata wajah gembira urai air mata
942,1171,2023,"Sangking beningnya sampe sampe, kebawa mimpi kak   😂",sangking bening bawa mimpi kak wajah gembira urai air mata
943,1173,2023,Asli glowing banget kayak abis oplas di koreo lw bro  ,asli glowing banget kayak habis operasi plastik koreo bro
944,1174,2023,Licin banget bang kek perosotan TK🤣 ,licin banget bang kayak perosot tertawa terbahakbahak
945,1175,2023,  ...masya allah glowing amat,masya allah glowing
946,1176,2023,biar silahturahmi tidak terputus adakah 500rb😂😂,biar silahturahmi putus ada rb wajah gembira urai air mata wajah gembira urai air mata
947,1177,2023,Buset dah bang glowing ampe sialauuuu   😂,buset deh bang glowing sialau wajah gembira urai air mata
948,1179,2023,"Ngapa jadi licin bettt dah,  unyu bett dah kaya Air pegunungan.  Bening's 😂",ngapa licin banget deh unyu banget deh kayak air gunung beningsi wajah gembira urai air mata
949,1180,2023,Emang bowleh seglowing itu?  Nih saya yg masiih muda belum pernah skincarean 😂,bowleh seglowing nih masiih muda skincarean wajah gembira urai air mata
950,1181,2023,Bismillah diciduk di komen sama kak   buat berobat kak,bismillah ciduk komen kak obat kak
951,1182,2023,Harus glowing,glowing
952,1183,2023,"Bang ajak Wili Salim borong trs bagi""in ke orang"",,bismilah 1jt",bang ajak wili salim borong orang bismilah jt
953,1184,2023,Hmmmm ganteng banget pacar online kuuuuuu😍😍😍😍😍😍,hm ganteng banget pacar online ku wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati
954,1185,2023,Yang ini aja ya allah jodohku😍,ya allah jodoh wajah senyum lebar mata hati
955,1186,2023,Glowing amat kaya pake minyak😂,glowing kayak pakai minyak wajah gembira urai air mata
956,1187,2023,"Iri banget liat muka glowing, benings ku juga mau glowing cuma gapunya uang huhu , pinjem dulu dong seratus    ",iri banget lihat muka glowing benings ku glowing uang huhu pinjem ratus
957,1188,2023,  emang bole se jujut itu 😢,jujut wajah menang
958,1189,2023,Kinclong banget bang dipoles totalitas kaya pake pembersih kaca wkwk gokil sih,kinclong banget bang poles totalitas kayak pakai bersih kaca wkwk gila sih
959,1190,2023,Anjayyy mang boleh sebening & se'gannnnttt itu kk   😍😂,anjay bening segannt wajah senyum lebar mata hati wajah gembira urai air mata
960,1191,2023,Saking glowing nya gajah ampe kepleset   😂,saking glowing nya gajah kepleset wajah gembira urai air mata
961,1192,2023,Bening Nya melampaui oppa² Korea hahah ,bening nya lampau oppa korea hahah
962,1193,2023,"Bening sihh,tapi rela bagi-bagi😂",bening sih rela bagibagi wajah gembira urai air mata
963,1195,2023,Saking licin ny ada plang peringatan awas kepleset😂😂  ,saking licin nya plang ingat awas kepleset wajah gembira urai air mata wajah gembira urai air mata
964,1196,2023,Sking licin nya air yg di basuh ke muka    smpe kepleset jatuh ke bwah tuu,sking licin nya air basuh muka kepleset jatuh bwah
965,1197,2023,Glowing bingit muka nya😢😍,glowing banget muka nya wajah menang wajah senyum lebar mata hati
966,1198,2023,Kaya anime,kayak anime
967,1199,2023,  biar serba putih,biar serba putih
968,1200,2023,Rambutnya kenapa ga di buat putih aja mas,rambut putih mas
969,1201,2023,Saking bening nya sampe silau bang liatnya beuhh glowing parahh  ,saking bening nya silau bang lihat beuh glowing parah
970,1202,2023,Kaya nya  bang  kalo nyamuk nempel dimuka Abang kaya nya licin pasti bakalan ke pleset,kayak nya bang kalo nyamuk tempel muka abang kayak nya licin pleset
971,1203,2023,"Jangan kan nyamuk, mukanya dibasuhin air aja mungkin pd kepeleset saking licin nya. Emg blh se glowing itu 😍 ah jd pengen perawatan kya ka  ",nyamuk muka dibasuhin air kepleset saking licin nya glowing wajah senyum lebar mata hati ah pengin awat kaya kak
972,1204,2023,Ya glowing tapi kok kaya senyum joker ya,ya glowing kayak senyum joker ya
973,1205,2023,Lucuuu banget kaya opah”😍,lucu banget kayak opah wajah senyum lebar mata hati
974,1206,2023,"emang boleh sekinclong itu 😍   jadi pengen sekinclong itu
bisa buat ngaca juga kayaknya 😂
kinclongnya ngalahin mobil baru yg keluar dr dealer 😂😂",sekinclong wajah senyum lebar mata hati pengin sekinclong kaca kayak wajah gembira urai air mata kinclongnya kalah mobil dealer wajah gembira urai air mata wajah gembira urai air mata
975,1207,2023,Senyuman glowing,senyum glowing
976,1208,2023,Bening bening bagi isi rekening,bening bening isi rekening
977,1211,2023,Licin amat nih kak Richie sampai2 mukanya bisa untuk ngaca karena sangat kinclong 😂,licin nih kak richie muka kaca kinclong wajah gembira urai air mata
978,1212,2023,Saking glowingnye lampunye kepantul itu,saking glowingnye lampunye pantul
979,1213,2023,"Auto bisa ngaca dong wak, cowok aja glowing. Masa aku gak bisa   😂",auto kaca wak cowok glowing wajah gembira urai air mata
980,1214,2023,"Buset itu muka apa lantai habis di pell,licin bener ka kinclongg   😂",buset muka lantai habis pel licin kak kinclong wajah gembira urai air mata
981,1215,2023,Shine bright like a Riccie ✨  ,shine bright like a riccie kilau
982,1216,2023,"Wowww yg cew tulen insecure nii w, emg boleh se bening tu   😍",wow cewek tulen insecure nih gue bening wajah senyum lebar mata hati
983,1217,2023,Masya Alloh pakai pelicin merek abng bang   licin bngt kaya perosotan Hati yng lgi d gosthing sama mantan pacarrrrr licinnnnnnnn perihhhh😂😢,masya allah pakai licin merek abng bang licin banget kayak perosot hati gosthing mantan pacar licin perih wajah gembira urai air mata wajah menang
984,1218,2023,bening amat bang kaya aqua🤣,bening bang kayak aqua tertawa terbahakbahak
985,1219,2023,Itu muka glowing banget licin itu semut pas pasti pleset wrrwww😂,muka glowing banget licin semut pas pleset wrrw wajah gembira urai air mata
986,1220,2023,"Bening nya melebihi kapasitas 😢,bening's gokil🔥👏",bening nya lebih kapasitas wajah menang beningsi gila api tepuk tangan
987,1221,2023,  🤩🫶,wajah dengan mata bentuk bintang
988,1222,2023,Makin ganteng dan kecee aja nihh bang 🔥🔥🔥,ganteng kece nih bang api api api
989,1223,2023,Gilaaa selicin itu😮,gila licin wajah dengan mulut buka
990,1224,2023,Lampu aja minder,lampu minder
991,1225,2023,Saking licin nya nyamuk deketin auto kepeleset   😂,saking licin nya nyamuk dekat auto kepleset wajah gembira urai air mata
992,1226,2023,selicin harapan 😢,licin harap wajah menang
993,1227,2023,Ganteng banget seperti Afgan  ,ganteng banget afgan
994,1228,2023,Ganteng banget seperti Afgan,ganteng banget afgan
995,1230,2023,Kayaknya si Okto Maniani klo treatment di   auto jadi  duda pir aw nih di Papua hahhah🤣,kayak sih okto maniani kalo treatment auto duda pir aw nih papua hahhah tertawa terbahakbahak
996,1231,2023,Jadi ke oppa kak riccie,oppa kak riccie
997,1232,2023,Hati2 lalat auto nabrak kalau se bening's itu🔥,hatihati lalat auto nabrak beningsi api
998,1233,2023,"saking beningnya, ga keliatan kalo itu muka😂tapi bercyandaaaa😍",saking bening kalo muka wajah gembira urai air mata bercyanda wajah senyum lebar mata hati
999,1234,2023,Jangan kan nyamuk kepeleset laler aja liat orangnya langsung salting wkwk  ,nyamuk kepleset laler lihat orang langsung salting wkwk
1000,1235,2023,Bening nya selicin kalo kita mau masuk kerja pake orang dalem awawaw.m.😂😂🔥🔥🔥🙌,bening nya licin kalo masuk kerja pakai orang dalem awawawsama wajah gembira urai air mata wajah gembira urai air mata api api api angkat tangan
1001,1236,2023,Kirain kaca aku ada disini😂 bening banget  ,kaca wajah gembira urai air mata bening banget
1002,1237,2023,   bisa buat seluncuran. Yg jls apapun itu tetap wow,seluncur jls apa wow
1003,1238,2023,busettt mukaa nyaa udahh kinclongg ajaaa 😵😵,buset muka nya kinclong wajah pusing wajah pusing
1004,1239,2023,Minta seratuss bang buat depo,ratus bang depo
1005,1240,2023,Kapan y sekali2 di bayarin abg ini awak perawatan pengen juga seperti muka ABG ini glowing # mimpi kli,ya bayarin abang awak awat pengin muka abang glowing mimpi kali
1006,1241,2023,Menyala Abang ku🔥🔥🔥,nyala abang ku api api api
1007,1242,2023,Cyber sunda aing maung,cyber sunda aing maung
1008,1243,2023,Bismilah dapet iphone 11,bismilah iphone
1009,1244,2023,Itu dimana bang? Di ijen bukan sih?,mana bang ijen sih
1010,1245,2023,Bukti kan lah paduku iphone....,bukti padu iphone
1011,1246,2023,Kapan gue bisa kayak gini gue ultah hari minggu kemarin bang tapi gk ada yang ucapkan,gue kayak gue ultah minggu kemarin bang ucap
1012,1247,2023,MAU BANGET MAU🔥,banget api
1013,1248,2023,Belum rezeki bang semoga saya punya iPhone dari ka   😍,rezeki bang moga iphone kak wajah senyum lebar mata hati
1014,1249,2023,Kk riccie aku pengen banget punya iPhone 😢,riccie pengin banget iphone wajah menang
1015,1250,2023,Entah kenapa setiap org baik aku liat pasti aku ngefans,orang lihat fan
1016,1251,2023,"Bangggggg   ku udah ikutin semua di done follow semua sosmed mu,udh ku DM jugaaaaa tapi blm dapet2 mana janji mu bangggg mau bagii iphonee hah😏",bang ku ikut done follow sosmed mu ku dm dapet janji mu bang iphone hah wajah senyum sombong
1017,1252,2023,bang aku mau lhpone udah follow semua nya bang Bissmillah di kirim,bang lhpone follow nya bang bissmillah kirim
1018,1253,2023,Aku mau kk 😭,wajah menang keras
1019,1254,2023,Plis bang aku minta iphone😢🙏,plis bang iphone wajah menang lipat tangan
1020,1255,2023,Bang aku  mau iphone nya  udah folow tiktoknya sama ig sama yotube nya semuanya udah bang,bang iphone nya folow tiktoknya ig yotube nya bang
1021,1256,2023,Bang aku mau iPhone nya udah di follow semua sampai youtube tiktok,bang iphone nya follow youtube tiktok
1022,1257,2023,Kemaren aku kesitu bang,kemarin kesitu bang
1023,1258,2023,Semangat terus bang🔥,semangat bang api
1024,1259,2023,Gw tau lu kaya minimal ksi gua ip lah wkkwkw😂 canda Bro santai,gue tau lu kayak minimal ksi gua ip wkkwkw wajah gembira urai air mata canda bro santai
1025,1260,2023,blm prnh ngerasain pake hp iphone dehh.. jd penapsaran kan lht pd pake iphone.. 😌,rasai pakai hp iphone deh penapsaran lihat pakai iphone wajah lega
1026,1261,2023,"Bismillahirrahmanirrahim Sholawatin aja dulu ye kan mana tau dapat,Udah paket lengkap nih bang Bagi dong iPhone nya  ",bismillahirrahmanirrahim sholawatin ye tau paket lengkap nih bang iphone nya
1027,1262,2023,"Hai ka,tolong cek dm yaa,aku punya penawaran buat kaka,terimskasi🤗",hai kak tolong cek dm ya tawar kakak terimskasi wajah peluk
1028,1263,2023,"coba yg namanya raja sawer,sini tf gw 1jt..",coba nama raja sawer tf gue jt
1029,1264,2023,  bismillah kawal sampai centang biru yah bang 🙏,bismillah kawal centang biru ya bang lipat tangan
1030,1265,2023,gimana mau dapet ....aku di probolinggo  bang😢,probolinggo bang wajah menang
1031,1266,2023,Lu bikin konten juga diatas gunung?😭,lu bikin konten atas gunung wajah menang keras
1032,1267,2023,"Gak di slide penasaran,tapi kalo di slide sampe akhir cuma bs gigit jari.. Tanpa sadar jari ini ngeslide sampe akhir 😂, syue emang  ",slide penasaran kalo slide gigit jari sadar jari ngeslide wajah gembira urai air mata syue
1033,1268,2023,Itu lidah merah titik titik bekas apaan dah bang,lidah merah titik titik bekas deh bang
1034,1269,2023,Bagi bagi hp bekas abang si android ga ppa penting masih bisa di pake,hp bekas abang sih android papa pakai
1035,1270,2023,"  iya karna jauh orang orangnya kak jadi ga dapet aipon, barang kali bisa di tf kak  ",iya orang orang kak aipon barang kali tf kak
1036,1271,2023,Ak udh follow ka,follow kak
1037,1272,2023,TF doang bang buat beli tenda ny buat kemping di Tangkuban perahu ny,tf doang bang beli tenda nya kemping tangkuban perahu nya
1038,1273,2023,"Org lain pada bila ahegao,, lh gw sarung wadimor... 🗿🗿",orang ahegao gue sarung wadimor moa moa
1039,1274,2023,  cek dm ka,cek dm kak
1040,1275,2023,  thankyou abangda,thankyou abangda
1041,1276,2023,  INI TOP COMMENT! Sini rekening kau ku tf,top comment rekening kau ku tf
1042,1277,2023,bismillah 2024 beli ipon 14 ges yaa aamiin🙌🏻,bismillah beli ipon ges ya amin angkat tangan warna kulit cerah
1043,1278,2023,Semoga bisa kebeli iPhone dan berbagi kaya lau bang 😁🤲,moga kebel iphone bagi kayak kau bang wajah gembira dengan mata bahagia tangan angkat dan rapat sama
1044,1279,2023,Bagi dong abanggg 😍😍😍,abang wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati
1045,1280,2023,Bang loncat tf gue 300k,bang loncat tf gue k
1046,1281,2023,"ajg muka"" menang casino 1bgl😂",ajg muka menang casino bgl wajah gembira urai air mata
1047,1282,2023,Lo belum ketemu gue soalnya 😂,lo ketemu gue wajah gembira urai air mata
1048,1283,2023,Gak tahu padahal follow like dan share nih mudah2an bisa dapet ya bang 🙏,follow like share nih mudahmudahan ya bang lipat tangan
1049,1284,2023,bismillahirrahmanirrahim Allahumma sholli 'ala Muhammad wa 'ala ali Muhammad dapet iPhone dari mas  ,bismillahirrahmanirrahim allahumma sholli ala muhammad wa ala ali muhammad iphone mas
1050,1285,2023,iyanih pdlh ngilerr,iyanih pdlh ngiler
1051,1286,2023,  mau ipon,ipon
1052,1287,2023,sini ketemuan bang,ketemu bang
1053,1288,2023,Kalo ketemu gw pasti HM ( Hak Milik ) gw tuh ipon 😍😂,kalo ketemu gue hm hak milik gue tuh ipon wajah senyum lebar mata hati wajah gembira urai air mata
1054,1289,2023,Yang lama udah paket lengkap ga dapet lagi bang   😢,paket lengkap bang wajah menang
1055,1290,2023,"Karna pilihnya yang baru bang , kalo yang udah bantu semuanya malah ngga bang , kirim ke gw aja bang 😢",pilih bang kalo bantu bang kirim gue bang wajah menang
1056,1291,2023,  kagak lah😂😂 semangat terus koh ngontennya🔥🔥,kagak wajah gembira urai air mata wajah gembira urai air mata semangat koh ngontennya api api
1057,1292,2023,Slide terakhir ahegao njir,slide ahegao anjir
1058,1294,2023,Puset dah bang gw deh paket lengkap syakilahhhh,puset deh bang gue deh paket lengkap syak
1059,1295,2023,"Bg bgii aiponn,, gw udh follow",bang aipon gue follow
1060,1296,2023,  pastri trauma kan,pastri trauma
1061,1297,2023,Karna abang nya milih²,abang nya milih
1062,1298,2023,Ke Bogor bang. Gua udah paket lengkap,bogor bang gua paket lengkap
1063,1299,2023,Kalau dilarang semakin penasaran  pasti di slide😂😂😂 belum follow karena masih kurang terkenal koh 🙌 btw sudah paket lengkap cek DM 🔥,larang penasaran slide wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata follow kenal koh angkat tangan btw paket lengkap cek dm api
1064,1300,2023,makanya kasi gua layar hp mana dah retak pula😂,kasih gua layar hp deh retak wajah gembira urai air mata
1065,1301,2023,Cabe pasar juragan empang,cabe pasar juragan empang
1066,1302,2023,Bang bagi bagi lagi bang,bang bang
1067,1303,2023,Konteenn nggk jelasss 😂,konteen wajah gembira urai air mata
1068,1304,2023,cantiiik ny jeje.. yg bikin konten jad meleleh 😂😂😂,cantik nya jeje bikin konten jad leleh wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1069,1305,2023,  🤣,tertawa terbahakbahak
1070,1306,2023,Trus pada percaya sm konten ini ?,percaya konten
1071,1307,2023,Metal Hello Kitty 😂😂😂,metal hello kitty wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
1072,1308,2023,  ud lama bnget cuy,banget cuy
1073,1309,2023,  udah di TF blom bng,tf bang
1074,1310,2023,  iyaa stuju ka,iya tuju kak
1075,1311,2023,  setuju... pedagang2 tua,tuju dagang tua
1076,1312,2023,Kasian udh di pegang hp udh seneng di minta lgi...brrti gk ikhlas yaa ngasih nya...😩,kasihan pegang hp senang ikhlas ya asih nya wajah terlalu lelah
1077,1314,2023,Mau iphone nya dong koh😂,iphone nya koh wajah gembira urai air mata
1078,1315,2023,Kena Prank 😂Hape nya di ambil lg😢,kena prank wajah gembira urai air mata hape nya ambil wajah menang
1079,1316,2023,Jeje bilang slebeww dong,jeje bilang slebew
1080,1317,2023,"Masa loe permainkan Jeje gitu, kalau kasih hp kok di ambil lagi?  Ndak seru",lo main jeje kasih hp ambil indak seru
1081,1318,2023,udh gk percaya lagi ginian 🤣,percaya tertawa terbahakbahak
1082,1319,2023,semoga berkah,moga berkah
1083,1320,2023,Ke palu lah👏,palu tepuk tangan
1084,1321,2023,wah mau juga,
1085,1322,2023, .rp  wkwk ora cindo Parung keren keren 😂,rp wkwk ora cindo parung keren keren wajah gembira urai air mata
1086,1323,2023,kalo cindo parung ini bikin emosi  ,kalo cindo parung bikin emosi
1087,1324,2023,Tato ular 🐍,tato ular ular
1088,1325,2023,  ajg metal ga tuh,ajg metal tuh
1089,1326,2023,  Ajg😭,ajg wajah menang keras
1090,1327,2023,Jeje mending banyakin olahraga + konsumsi obat peninggi badan,jeje mending banyak olahraga konsumsi obat tinggi badan
1091,1328,2023,Jeje cantik bgt,jeje cantik banget
1092,1329,2023,Idola 😂 tapi kaga pernah kebagian rejeki,idola wajah gembira urai air mata kagak bagi rejeki
1093,1331,2023,  hah,hah
1094,1333,2023,Asik amat bg wk,asik bang
1095,1334,2023,  BANG RICCI BELANJA KE INDOMARET TERUS MINTA BAYARIN ORANG RANDOM TF 500K,bang ricci belanja indomaret bayarin orang random tf k
1096,1335,2023,Semangat terus bikin kontennya bang🔥,semangat bikin konten bang api
1097,1336,2023,Share lock bang🗿,share lock bang moa
1098,1338,2023,Tapi emg bener yg chindo bikin nafsuuuu 😂,chindo bikin nafsu wajah gembira urai air mata
1099,1340,2023,Kalau ngikutin dari awal dapet ga,ikut
1100,1341,2023,Yok yok🔥,yuk yuk api
1101,1342,2023,boleh juga Abang nya 😂,abang nya wajah gembira urai air mata
1102,1344,2023,wkwkwkw “chindo bikin nafssss”😭😭🤣🤣,wkwkwkw chindo bikin nafs wajah menang keras wajah menang keras tertawa terbahakbahak tertawa terbahakbahak
1103,1345,2023,Ada orang baru cuyyy,orang cuy
1104,1346,2023,Bagi bagi ke pedagang² kecil dong bang,dagang bang
1105,1347,2023,Aku jg sering komen nih kak dri bwh sampai atas gue komen,komen nih kak bwh gue komen
1106,1348,2023,"Apakabar tu skrng , baru keliatan batang idung nya 😂😂 kali aja nanti nya ketemu bonge koh wkwkwk",apakabar batang hidung nya wajah gembira urai air mata wajah gembira urai air mata kali nya ketemu bonge koh wkwkwk
1107,1349,2023,Boleh kali aku dongg ka,kali kak
1108,1350,2023,Aloo kakak,alo kakak
1109,1351,2023,Ke bogor lah,bogor
1110,1352,2023,  beneran nih 😯?,benar nih wajah hening
1111,1353,2023,  wih sering komen juga kamu yah sini rekening kamu,wih komen ya rekening
1112,1354,2023,Anjir😂😂😂 gokil juga wkwkwk,anjir wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata gila wkwkwk
1113,1356,2023,Hanya ricci yg bisa begini,ricci
1114,1358,2023,Bang pacararin cewe tobrut bang yg paling semok,bang pacararin cewek tobrut bang semok
1115,1359,2023,Happy birthday 🔥🔥🔥 sehat selalu panjang umur dan murah rezeki Nya,happy birthday api api api sehat umur murah rezeki nya
1116,1360,2023,"Hbd bro, semoga panjang umur dan sehat selalu",hbd bro moga umur sehat
1117,1361,2023,Udah lama lu gak ngonten lagi boss,lu ngonten bos
1118,1362,2023,happy birthday harta tahta riccie nick semoga sehat selalu yah rezeki di lancarkan 🥰🙏🏻 ( btw udah follow paket lengkap nih bismillah ke ciduk pas lagi ultah hehe )  ,happy birthday harta tahta riccie nick moga sehat ya rezeki lancar wajah senyum dengan hati lipat tangan warna kulit cerah btw follow paket lengkap nih bismillah ciduk pas ultah hehe
1119,1363,2023,Cowok haram anjir,cowok haram anjir
1120,1364,2023,Mau iPhone udh lama ak follow g dpt DPT,iphone follow
1121,1365,2023,Aku berharap bang kmu bisa berikan aku krjan .aminn,harap bang krjan amin
1122,1366,2023,ko aku mau udang dong buat jajan,udang jajan
1123,1367,2023,Yg di tiktok,tiktok
1124,1368,2023,Aku dh paket lengkap,dah paket lengkap
1125,1369,2023,Bg bagi aypon bg,bang aypon bang
1126,1371,2023,Cewe mahall ------------------>,cewek mahal
1127,1372,2023,Dapat harta karun dah itu mah 🚣,harta karun deh mah orang dayung perahu
1128,1373,2023,Kak mau nyk kakak bkin akun bagi2 ta. Kok tulisane aku dksh hdiah giveaway,kak nyk kakak bikin akun bagibagi ta tulisane dksh hdiah giveaway
1129,1374,2023,gua aja pengen mendua pikir pikir🔥,gua pengin dua pikir pikir api
1130,1376,2023,Banyak amat cwek nya kk,cewek nya
1131,1377,2023,Kapan nikah ?,nikah
1132,1378,2023,Cewek lu yg pertama yg mana bang,cewek lu bang
1133,1379,2023,Halo kaka richi,halo kakak richi
1134,1380,2023,Mau lh kk,
1135,1381,2023,Bang coba pergi Malaysia Selangor jumpa aku di bas top kata aja ke orang yang di situ ok,bang coba pergi malaysia selangor jumpa bas top orang situ ok
1136,1382,2023,SAYA MAU BELI IPHONENYA ABANGQUUU🔥🔥 SIAP DANA 2JT😢,beli iphonenya abangqu api api dana jt wajah menang
1137,1383,2023,"Kak gak pengen bagi""iPhone kayak kak  ",kak pengin iphone kayak kak
1138,1385,2023,Anday gua juga cantikk pengen tuh di sebelah nya😂,anday gua cantik pengin tuh belah nya wajah gembira urai air mata
1139,1387,2023,Give uey ka rice aku flower lam,give uey kak rice flower lam
1140,1388,2023,Bang Ricci ganti foto profil dong🔥🔥🔥,bang ricci ganti foto profil api api api
1141,1389,2023,Harta tahta riccie,harta tahta riccie
1142,1390,2023,"Mantap deeh cowok yg satu ini sudah kaya banyak duit nya ceweknya cantik"" dan baik hati pula ..semangat  dan selalu sehat  jutawan muda",mantap deh cowok kayak duit nya cewek cantik hati semangat sehat jutawan muda
1143,1393,2023,KA riccie emang cewenya ada berapa sih?,kak riccie cewenya sih
